"","X","ST_CASE","VEH_NO","PER_NO","DRUGSPECNAME","DRUGRESNAME","RACENAME","MAKENAME","SEAT_POSNAME","BODY_TYPNAME","MOD_YEARNAME","AIR_BAGNAME","VIOLATIONNAME","DRIMPAIRNAME","DRDISTRACTNAME","STATENAME","COUNTYNAME","CITYNAME","MONTHNAME","YEAR","DAY_WEEKNAME","HOURNAME","ROUTENAME","RUR_URBNAME","RD_OWNERNAME","LATITUDE","LONGITUDE","TYP_INTNAME","WEATHERNAME","FATALS","DRUNK_DR"
"67200",67200,371315,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2014","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Sunday","5:00pm-5:59pm","Other","Urban","State Highway Agency",35.21619,-80.92325,"Four-Way Intersection","Clear",1,0
"67201",67201,371315,4,4,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Second Seat, Right Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Sunday","5:00pm-5:59pm","Other","Urban","State Highway Agency",35.21619,-80.92325,"Four-Way Intersection","Clear",1,0
"67202",67202,371315,4,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Second Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Sunday","5:00pm-5:59pm","Other","Urban","State Highway Agency",35.21619,-80.92325,"Four-Way Intersection","Clear",1,0
"67203",67203,371315,4,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Second Seat, Middle","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Sunday","5:00pm-5:59pm","Other","Urban","State Highway Agency",35.21619,-80.92325,"Four-Way Intersection","Clear",1,0
"67204",67204,371315,4,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Sunday","5:00pm-5:59pm","Other","Urban","State Highway Agency",35.21619,-80.92325,"Four-Way Intersection","Clear",1,0
"67205",67205,371316,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Light Pickup","2017","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","DURHAM (63)","DURHAM","June",2020,"Tuesday","3:00pm-3:59pm","U.S. Highway","Urban","State Highway Agency",NA,NA,"Not an Intersection","Rain",1,0
"67206",67206,371316,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2012","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","DURHAM (63)","DURHAM","June",2020,"Tuesday","3:00pm-3:59pm","U.S. Highway","Urban","State Highway Agency",NA,NA,"Not an Intersection","Rain",1,0
"67207",67207,371316,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Chevrolet","Front Seat, Left Side","4-door sedan, hardtop","2011","Deployed- Combination","None","Reported as Unknown if Impaired","Inattention (Inattentive), Details Unknown","North Carolina","DURHAM (63)","DURHAM","June",2020,"Tuesday","3:00pm-3:59pm","U.S. Highway","Urban","State Highway Agency",NA,NA,"Not an Intersection","Rain",1,0
"67208",67208,371317,1,5,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Other Passenger in unenclosed passenger or cargo area","Light Pickup","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CASWELL (33)","NOT APPLICABLE","June",2020,"Friday","4:00pm-4:59pm","Other","Rural","State Highway Agency",36.52888,-79.43684,"Not an Intersection","Clear",1,0
"67209",67209,371317,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Light Pickup","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CASWELL (33)","NOT APPLICABLE","June",2020,"Friday","4:00pm-4:59pm","Other","Rural","State Highway Agency",36.52888,-79.43684,"Not an Intersection","Clear",1,0
"67210",67210,371317,1,4,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Other Passenger in unenclosed passenger or cargo area","Light Pickup","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CASWELL (33)","NOT APPLICABLE","June",2020,"Friday","4:00pm-4:59pm","Other","Rural","State Highway Agency",36.52888,-79.43684,"Not an Intersection","Clear",1,0
"67211",67211,371317,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Other Passenger in unenclosed passenger or cargo area","Light Pickup","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CASWELL (33)","NOT APPLICABLE","June",2020,"Friday","4:00pm-4:59pm","Other","Rural","State Highway Agency",36.52888,-79.43684,"Not an Intersection","Clear",1,0
"67212",67212,371317,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Chevrolet","Other Passenger in unenclosed passenger or cargo area","Light Pickup","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CASWELL (33)","NOT APPLICABLE","June",2020,"Friday","4:00pm-4:59pm","Other","Rural","State Highway Agency",36.52888,-79.43684,"Not an Intersection","Clear",1,0
"67213",67213,371318,1,4,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Chevrolet","Second Seat, Right Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2020","Deployed- Combination","Willful reckless driving; driving to endanger; negligent driving","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Saturday","4:00pm-4:59pm","Local Street - Municipality","Urban","Not Reported",35.17494,-80.71809,"Not an Intersection","Clear",1,0
"67214",67214,371318,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Second Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2020","Deployed- Combination","Willful reckless driving; driving to endanger; negligent driving","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Saturday","4:00pm-4:59pm","Local Street - Municipality","Urban","Not Reported",35.17494,-80.71809,"Not an Intersection","Clear",1,0
"67215",67215,371318,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Right Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2020","Deployed- Combination","Willful reckless driving; driving to endanger; negligent driving","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Saturday","4:00pm-4:59pm","Local Street - Municipality","Urban","Not Reported",35.17494,-80.71809,"Not an Intersection","Clear",1,0
"67216",67216,371318,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2020","Deployed- Combination","Willful reckless driving; driving to endanger; negligent driving","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","June",2020,"Saturday","4:00pm-4:59pm","Local Street - Municipality","Urban","Not Reported",35.17494,-80.71809,"Not an Intersection","Clear",1,0
"67217",67217,371319,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Right Side","4-door sedan, hardtop","2005","Deployment- Unknown Location","Lane violations, generally","Physical Impairment - No Details","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Thursday","2:00pm-2:59pm","State Highway","Rural","State Highway Agency",33.97449,-78.14059,"Not an Intersection","Cloudy",1,0
"67218",67218,371319,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2005","Deployment- Unknown Location","Lane violations, generally","Physical Impairment - No Details","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Thursday","2:00pm-2:59pm","State Highway","Rural","State Highway Agency",33.97449,-78.14059,"Not an Intersection","Cloudy",1,0
"67219",67219,371319,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)","2004","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Thursday","2:00pm-2:59pm","State Highway","Rural","State Highway Agency",33.97449,-78.14059,"Not an Intersection","Cloudy",1,0
"67220",67220,371319,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Volkswagen","Front Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Thursday","2:00pm-2:59pm","State Highway","Rural","State Highway Agency",33.97449,-78.14059,"Not an Intersection","Cloudy",1,0
"67221",67221,371320,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Second Seat, Right Side","4-door sedan, hardtop","2014","Not Deployed","Hit-and-run, fail to stop after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67222",67222,371320,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Second Seat, Right Side","4-door sedan, hardtop","2014","Not Deployed","Fail to give aid, info., wait for police after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67223",67223,371320,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Second Seat, Right Side","4-door sedan, hardtop","2014","Not Deployed","Manslaughter or homicide","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67224",67224,371320,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Front Seat, Right Side","4-door sedan, hardtop","2014","Not Deployed","Hit-and-run, fail to stop after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67225",67225,371320,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Front Seat, Right Side","4-door sedan, hardtop","2014","Not Deployed","Fail to give aid, info., wait for police after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67226",67226,371320,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Front Seat, Right Side","4-door sedan, hardtop","2014","Not Deployed","Manslaughter or homicide","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67227",67227,371320,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2014","Not Deployed","Hit-and-run, fail to stop after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67228",67228,371320,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2014","Not Deployed","Fail to give aid, info., wait for police after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67229",67229,371320,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2014","Not Deployed","Manslaughter or homicide","Reported as Unknown if Impaired","Not Reported","North Carolina","WAKE (183)","NOT APPLICABLE","July",2020,"Wednesday","9:00am-9:59am","Other","Urban","State Highway Agency",35.7638,-78.56609,"Not an Intersection","Clear",1,0
"67230",67230,371321,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2008","Deployed- Combination","Lane violations, generally","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","FORSYTH (67)","WINSTON SALEM","July",2020,"Sunday","11:00pm-11:59pm","Other","Urban","State Highway Agency",36.13825,-80.24892,"Not an Intersection","Clear",1,1
"67231",67231,371321,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2008","Deployed- Combination","Other driver license violations","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","FORSYTH (67)","WINSTON SALEM","July",2020,"Sunday","11:00pm-11:59pm","Other","Urban","State Highway Agency",36.13825,-80.24892,"Not an Intersection","Clear",1,1
"67232",67232,371321,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Front Seat, Right Side","2-door sedan,hardtop,coupe","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","FORSYTH (67)","WINSTON SALEM","July",2020,"Sunday","11:00pm-11:59pm","Other","Urban","State Highway Agency",36.13825,-80.24892,"Not an Intersection","Clear",1,1
"67233",67233,371321,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Left Side","2-door sedan,hardtop,coupe","2001","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","FORSYTH (67)","WINSTON SALEM","July",2020,"Sunday","11:00pm-11:59pm","Other","Urban","State Highway Agency",36.13825,-80.24892,"Not an Intersection","Clear",1,1
"67234",67234,371322,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Nissan/Datsun","Front Seat, Left Side","4-door sedan, hardtop","2018","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","WAYNE (191)","NOT APPLICABLE","July",2020,"Tuesday","10:00pm-10:59pm","Other","Urban","State Highway Agency",35.44321,-77.95227,"Not an Intersection","Clear",1,0
"67235",67235,371323,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2001","Deployment- Unknown Location","Serious violation resulting in death","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","SURRY (171)","NOT APPLICABLE","July",2020,"Wednesday","9:00pm-9:59pm","State Highway","Rural","State Highway Agency",36.34321,-80.64498,"T-Intersection","Clear",1,0
"67236",67236,371323,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Other Make","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","SURRY (171)","NOT APPLICABLE","July",2020,"Wednesday","9:00pm-9:59pm","State Highway","Rural","State Highway Agency",36.34321,-80.64498,"T-Intersection","Clear",1,0
"67237",67237,371324,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Yamaha","Second Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2011","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","FORSYTH (67)","WINSTON SALEM","September",2020,"Saturday","0:00am-0:59am","Local Street - Municipality","Urban","Not Reported",36.19326,-80.28231,"Not an Intersection","Clear",1,1
"67238",67238,371324,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Yamaha","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2011","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","FORSYTH (67)","WINSTON SALEM","September",2020,"Saturday","0:00am-0:59am","Local Street - Municipality","Urban","Not Reported",36.19326,-80.28231,"Not an Intersection","Clear",1,1
"67239",67239,371325,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Freightliner","Front Seat, Left Side","Step van (GVWR greater than 10,000 lbs.)","2006","Not Deployed","None","Reported as Unknown if Impaired","Not Reported","North Carolina","CRAVEN (49)","NEW BERN","October",2020,"Sunday","5:00pm-5:59pm","State Highway","Urban","State Highway Agency",35.13781,-77.09934,"Not an Intersection","Clear",1,0
"67240",67240,371326,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Peterbilt","Front Seat, Left Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2015","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","TRANSYLVANIA (175)","NOT APPLICABLE","October",2020,"Friday","10:00pm-10:59pm","U.S. Highway","Urban","State Highway Agency",35.27366,-82.65246,"Not an Intersection","Clear",1,0
"67241",67241,371327,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","5-door/4-door hatchback","2012","Deployed- Combination","Serious violation resulting in death","None/Apparently Normal","Not Reported","North Carolina","SURRY (171)","NOT APPLICABLE","October",2020,"Saturday","5:00pm-5:59pm","Other","Urban","State Highway Agency",36.27316,-80.85272,"T-Intersection","Clear",1,0
"67242",67242,371327,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","5-door/4-door hatchback","2012","Deployed- Combination","Lane violations, generally","None/Apparently Normal","Not Reported","North Carolina","SURRY (171)","NOT APPLICABLE","October",2020,"Saturday","5:00pm-5:59pm","Other","Urban","State Highway Agency",36.27316,-80.85272,"T-Intersection","Clear",1,0
"67243",67243,371327,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","5-door/4-door hatchback","2012","Deployed- Combination","Inattentive, careless, improper driving, driving without due care","None/Apparently Normal","Not Reported","North Carolina","SURRY (171)","NOT APPLICABLE","October",2020,"Saturday","5:00pm-5:59pm","Other","Urban","State Highway Agency",36.27316,-80.85272,"T-Intersection","Clear",1,0
"67244",67244,371327,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2012","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","SURRY (171)","NOT APPLICABLE","October",2020,"Saturday","5:00pm-5:59pm","Other","Urban","State Highway Agency",36.27316,-80.85272,"T-Intersection","Clear",1,0
"67245",67245,371328,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","GMC","Front Seat, Left Side","Light Pickup","2002","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","SURRY (171)","NOT APPLICABLE","October",2020,"Thursday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",36.37504,-80.51502,"Not an Intersection","Clear",1,0
"67246",67246,371329,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Suzuki","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2004","Not Deployed","None","Reported as Unknown if Impaired","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","October",2020,"Saturday","4:00pm-4:59pm","State Highway","Urban","State Highway Agency",35.23883,-80.88454,"T-Intersection","Clear",1,0
"67247",67247,371329,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","4-door sedan, hardtop","2013","Deployment- Unknown Location","Driving while license withdrawn","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","October",2020,"Saturday","4:00pm-4:59pm","State Highway","Urban","State Highway Agency",35.23883,-80.88454,"T-Intersection","Clear",1,0
"67248",67248,371330,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Toyota","Front Seat, Right Side","Light Pickup","2007","Deployed- Combination","Manslaughter or homicide","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","CABARRUS (25)","CONCORD","November",2020,"Sunday","3:00am-3:59am","Other","Urban","State Highway Agency",35.36741,-80.59679,"Not an Intersection","Rain",1,1
"67249",67249,371330,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","Light Pickup","2007","Deployed- Combination","Manslaughter or homicide","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","CABARRUS (25)","CONCORD","November",2020,"Sunday","3:00am-3:59am","Other","Urban","State Highway Agency",35.36741,-80.59679,"Not an Intersection","Rain",1,1
"67250",67250,371331,1,1,"Whole Blood","Tested, No Drugs Found/Negative","Black or African American","Honda","Front Seat, Left Side","4-door sedan, hardtop","2011","Deployed- Combination","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","November",2020,"Tuesday","1:00pm-1:59pm","Interstate","Rural","State Highway Agency",35.20451,-78.66769,"Not an Intersection","Clear",2,0
"67251",67251,371331,1,2,"Whole Blood","Tested, No Drugs Found/Negative","Unknown","Honda","Front Seat, Right Side","4-door sedan, hardtop","2011","Deployed- Combination","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","November",2020,"Tuesday","1:00pm-1:59pm","Interstate","Rural","State Highway Agency",35.20451,-78.66769,"Not an Intersection","Clear",2,0
"67252",67252,371331,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2020","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","November",2020,"Tuesday","1:00pm-1:59pm","Interstate","Rural","State Highway Agency",35.20451,-78.66769,"Not an Intersection","Clear",2,0
"67253",67253,371331,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Right Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2020","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","November",2020,"Tuesday","1:00pm-1:59pm","Interstate","Rural","State Highway Agency",35.20451,-78.66769,"Not an Intersection","Clear",2,0
"67254",67254,371331,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2008","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","November",2020,"Tuesday","1:00pm-1:59pm","Interstate","Rural","State Highway Agency",35.20451,-78.66769,"Not an Intersection","Clear",2,0
"67255",67255,371331,4,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Hyundai","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2012","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","November",2020,"Tuesday","1:00pm-1:59pm","Interstate","Rural","State Highway Agency",35.20451,-78.66769,"Not an Intersection","Clear",2,0
"67256",67256,371332,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","HAW RIVER","November",2020,"Tuesday","6:00pm-6:59pm","U.S. Highway","Urban","State Highway Agency",36.09525,-79.35806,"Not an Intersection","Clear",1,0
"67257",67257,371333,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Not Reported","Front Seat, Left Side","Not Reported","Not Reported","Not Reported","None","Reported as Unknown if Impaired","Not Reported","North Carolina","BUNCOMBE (21)","NOT APPLICABLE","November",2020,"Friday","10:00pm-10:59pm","State Highway","Rural","State Highway Agency",35.77854,-82.46,"Not an Intersection","Clear",1,0
"67258",67258,371334,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Chevrolet","Front Seat, Left Side","Light Pickup","2020","Deployment- Unknown Location","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","PITT (147)","NOT APPLICABLE","November",2020,"Saturday","9:00pm-9:59pm","Other","Rural","State Highway Agency",35.79767,-77.40114,"Not an Intersection","Clear",1,1
"67259",67259,371335,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Jaguar","Front Seat, Left Side","Convertible(excludes sun-roof,t-bar)","1999","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Sunday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.67306,-77.71166,"Four-Way Intersection","Clear",1,0
"67260",67260,371335,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jaguar","Front Seat, Right Side","Convertible(excludes sun-roof,t-bar)","1999","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Sunday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.67306,-77.71166,"Four-Way Intersection","Clear",1,0
"67261",67261,371335,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2004","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Sunday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.67306,-77.71166,"Four-Way Intersection","Clear",1,0
